id,Title,Body,User,Label,Created At,Updated At
9342,TFLite for Tensorflow2 models,"<!--
As per our GitHub Policy (https://github.com/tensorflow/models/blob/master/ISSUES.md), we only address code bugs, documentation issues, and feature requests on GitHub.

We will automatically close questions and help related issues.

Please go to Stack Overflow (http://stackoverflow.com/questions/tagged/tensorflow-model-garden) for questions and help.

-->

Hi, I just got to know that TFLite now supports for SSD models in TF2. I was wondering if you could answer when EfficientDet models would be supported by TFLite approximately. Thank you so much in advance.",SukyoungCho,b'stat:awaiting response type:support',2020-10-06T05:19:50Z,2020-10-06T15:56:02Z,,,,,,,
9336,Bert checkpoint conversion tf1.x to tfhub2.x,"## 1. The entire URL of the file you are using

https://github.com/tensorflow/models/blob/master/official/nlp/bert/tf2_encoder_checkpoint_converter.py
https://github.com/tensorflow/models/blob/master/official/nlp/bert/export_tfhub.py

## 2. Describe the bug

Starting from a Tf1.X bert checkpoint (from https://github.com/google-research/bert) I tried to convert it to a Tf2.x checkpoint using tf2_encoder_checkpoint_converter.py. After this operation using export_tfhub.py I wanted to convert it again into a tfhub2.x format. 
I get errors from .assert_existing_objects_matched() in checkpoint restoration before the tfhub export. 
WARNING:tensorflow:Unresolved object in checkpoint: (root).bert_model.ckpt 
(same for each layer)
## 3. Steps to reproduce

Download a tf1.x checkpoint from from https://github.com/google-research/bert, run tf2_encoder_checkpoint_converter.py and then export_tfhub.py with appropriate file path at each step. 

## 4. Expected behavior

At the end of this (double) conversion from checkpoint tf1.x -> tfhub2.x the saved model should be consistent with the ones downloadable from https://github.com/tensorflow/models/tree/master/official/nlp/bert .

## 5. Additional context

I tried with both master (nightly) and v2.3.0 (tf2.3) branches obtaining same results.

## 6. System information

- OS Platform and Distribution: Ubuntu 18.04
- TensorFlow installed from source
- TensorFlow version 2.3.0 and Nightly (tried both)
- Python version 3.6 and 3.8
- CUDA/cuDNN version 10.1
- GPU model and memory V100 ",pretidav,b'models:official type:bug',2020-10-02T08:22:40Z,2020-10-06T17:28:52Z,,,,,,,
9325,research model bug,"# Prerequisites

Please answer the following questions for yourself before submitting an issue.

- [ ] I am using the latest TensorFlow Model Garden release and TensorFlow 2.
- [ ] I am reporting the issue to the correct repository. (Model Garden official or research directory)
- [ ] I checked to make sure that this issue has not already been filed.

## 1. The entire URL of the file you are using

https://github.com/tensorflow/models/tree/master/research/...

## 2. Describe the bug

A clear and concise description of what the bug is.

## 3. Steps to reproduce

Steps to reproduce the behavior.

## 4. Expected behavior

A clear and concise description of what you expected to happen.

## 5. Additional context

Include any logs that would be helpful to diagnose the problem.

## 6. System information

- OS Platform and Distribution (e.g., Linux Ubuntu 16.04):
- Mobile device name if the issue happens on a mobile device:
- TensorFlow installed from (source or binary):
- TensorFlow version (use command below):
- Python version:
- Bazel version (if compiling from source):
- GCC/Compiler version (if compiling from source):
- CUDA/cuDNN version:
- GPU model and memory:

<!-- 
Collect system information using our environment capture script.
https://github.com/tensorflow/tensorflow/tree/master/tools/tf_env_collect.sh

You can also obtain the TensorFlow version with:

1. TensorFlow 1.0
`python -c ""import tensorflow as tf; print(tf.GIT_VERSION, tf.VERSION)""`

2. TensorFlow 2.0
`python -c ""import tensorflow as tf; print(tf.version.GIT_VERSION, tf.version.VERSION)""`
-->
",rthadur,b'models:research type:bug',2020-09-29T05:24:28Z,2020-09-29T05:24:50Z,,,,,,,
9324,Rename bot-config.yml to bot_config.yml,"# Description

> :memo: Please include a summary of the change. 
>  
> * Please also include relevant motivation and context.  
> * List any dependencies that are required for this change.  

## Type of change

For a new feature or function, please create an issue first to discuss it
with us before submitting a pull request.

Note: Please delete options that are not relevant.

- [ ] Bug fix (non-breaking change which fixes an issue)
- [ ] Documentation update
- [ ] TensorFlow 2 migration
- [ ] New feature (non-breaking change which adds functionality)
- [ ] Breaking change (fix or feature that would cause existing functionality to not work as expected)
- [ ] A new research paper code implementation
- [ ] Other (Specify)

## Tests

> :memo: Please describe the tests that you ran to verify your changes.
>  
> * Provide instructions so we can reproduce.  
> * Please also list any relevant details for your test configuration.  

**Test Configuration**:

## Checklist

- [ ] I have signed the [Contributor License Agreement](https://github.com/tensorflow/models/wiki/Contributor-License-Agreements).
- [ ] I have read [guidelines for pull request](https://github.com/tensorflow/models/wiki/Submitting-a-pull-request).
- [ ] My code follows the [coding guidelines](https://github.com/tensorflow/models/wiki/Coding-guidelines).
- [ ] I have performed a self [code review](https://github.com/tensorflow/models/wiki/Code-review) of my own code.
- [ ] I have commented my code, particularly in hard-to-understand areas.
- [ ] I have made corresponding changes to the documentation.
- [ ] My changes generate no new warnings.
- [ ] I have added tests that prove my fix is effective or that my feature works.
",rthadur,b'cla: yes',2020-09-29T05:17:52Z,2020-09-29T05:23:24Z,,,,,,,
9323,model bug,"# Prerequisites

Please answer the following questions for yourself before submitting an issue.

- [ ] I am using the latest TensorFlow Model Garden release and TensorFlow 2.
- [ ] I am reporting the issue to the correct repository. (Model Garden official or research directory)
- [ ] I checked to make sure that this issue has not been filed already.

## 1. The entire URL of the file you are using

https://github.com/tensorflow/models/tree/master/official/...

## 2. Describe the bug

A clear and concise description of what the bug is.

## 3. Steps to reproduce

Steps to reproduce the behavior.

## 4. Expected behavior

A clear and concise description of what you expected to happen.

## 5. Additional context

Include any logs that would be helpful to diagnose the problem.

## 6. System information

- OS Platform and Distribution (e.g., Linux Ubuntu 16.04):
- Mobile device name if the issue happens on a mobile device:
- TensorFlow installed from (source or binary):
- TensorFlow version (use command below):
- Python version:
- Bazel version (if compiling from source):
- GCC/Compiler version (if compiling from source):
- CUDA/cuDNN version:
- GPU model and memory:

<!-- 
Collect system information using our environment capture script.
https://github.com/tensorflow/tensorflow/tree/master/tools/tf_env_collect.sh

You can also obtain the TensorFlow version with:

1. TensorFlow 1.0
`python -c ""import tensorflow as tf; print(tf.GIT_VERSION, tf.VERSION)""`

2. TensorFlow 2.0
`python -c ""import tensorflow as tf; print(tf.version.GIT_VERSION, tf.version.VERSION)""`
-->
",rthadur,b'models:official type:bug',2020-09-29T05:10:49Z,2020-09-29T05:24:09Z,,,,,,,
9319,ValueError: Cannot set tensor: Dimension mismatch. Got 3 but expected 4 for input 0.,"I trained the `ssd_mobilenet_v2_fpnlite_640x640_coco17_tpu-8` model with my custom data. If I load the SavedModel (the .pb file) and inference with it, it works as expected. - the output is correct

Now I converted the model to a TFLite model. Using this model with the same image to inference I get an error saying: 
""ValueError: Cannot set tensor: Dimension mismatch. Got 3 but expected 4 for input 0"" 

The input details of the model are: 
`[{'name': 'serving_default_input:0', 'index': 0, 'shape': array([  1, 640, 640,   3]), 'shape_signature': array([  1, 640, 640,   3]), 'dtype': <class 'numpy.float32'>, 'quantization': (0.0, 0), 'quantization_parameters': {'scales': array([], dtype=float32), 'zero_points': array([], dtype=int32), 'quantized_dimension': 0}, 'sparsity_parameters': {}}]`

If I am not wrong the expected shape is `[  1, 640, 640,   3]` -> so 3 dimensions. But the error says it is expecting 4?

I am using the latest tf-nightly from source. I tried different tensorflow and tflite versions, it is the same error with every version.
Currently I am at '2.4.0-dev20200926'

EDIT:
I am using this script to create the saved model: 
`python export_tflite_graph_tf2.py --trained_checkpoint_dir ./training --output_directory ./inference_graph_tflite --pipeline_config_path ./training/ssd_mobilenet_v2_fpnlite_640x640_coco17_tpu-8.config`

Then I use the standard code to convert it to a tflite model: 
```
converter = tf.lite.TFLiteConverter.from_saved_model(path + 'saved_model')
converter.optimizations = [tf.lite.Optimize.DEFAULT]
converter.target_spec.supported_ops = [tf.lite.OpsSet.TFLITE_BUILTINS_INT8, tf.lite.OpsSet.TFLITE_BUILTINS]
tflite_model = converter.convert()

with open(path + 'final_detector.tflite', 'wb') as f:
  f.write(tflite_model)
```

As for testing the tflite model I am using this code:
```
interpreter = tf.lite.Interpreter(model_path=""final_detector.tflite"")

input_details = interpreter.get_input_details()
output_details = interpreter.get_output_details()

interpreter.allocate_tensors()
input_data = np.expand_dims(new_img, axis=0).astype(np.float32)
interpreter.set_tensor(input_details[0]['index'], input_data)

interpreter.invoke()
```
Of course I can expand the dimensions and feed it into the model, but it does not generate an output (the output array is empty).

Is there a link or code snippet on how to generate the SavedModel from the checkpoints for converting it to the TFLite model?",DeRealMorgan,b'models:research type:bug',2020-09-28T09:17:41Z,2020-10-02T08:35:58Z,,,,,,,
9297,"Training SSD-MobilenetV2 fails with Message type ""object_detection.protos.TrainConfig"" has no field named ""fine_tune_checkpoint_version""","# Prerequisites

Please answer the following questions for yourself before submitting an issue.

- [ ] I am using the latest TensorFlow Model Garden release and TensorFlow 2.
I am using the latest release and TensorFlow 2
- [ ] I am reporting the issue to the correct repository. (Model Garden official or research directory)
research directory
- [ ] I checked to make sure that this issue has not already been filed.
yes, by searching for key words

## 1. The entire URL of the file you are using

https://github.com/tensorflow/models/tree/master/research/...

## 2. Describe the bug

So i am trying to train a new model based on the SSD MobileNet V2 FPNLite 320x320 checkpoints with the help of the GCP AI Platform. I am using TPUs for it as mentioned under this page: [link](https://github.com/tensorflow/models/blob/master/research/object_detection/g3doc/tf2_training_and_evaluation.md#training-with-tpu)

I am getting the following error:
`The replica master 0 exited with a non-zero status of 1. 
Traceback (most recent call last):
  [...]
  File ""/usr/local/lib/python3.7/dist-packages/absl/app.py"", line 300, in run
    _run_main(main, args)
  File ""/usr/local/lib/python3.7/dist-packages/absl/app.py"", line 251, in _run_main
    sys.exit(main(argv))
  File ""/root/.local/lib/python3.7/site-packages/object_detection/model_main_tf2.py"", line 110, in main
    record_summaries=FLAGS.record_summaries)
  File ""/root/.local/lib/python3.7/site-packages/object_detection/model_lib_v2.py"", line 470, in train_loop
    pipeline_config_path, config_override=config_override)
  File ""/root/.local/lib/python3.7/site-packages/object_detection/utils/config_util.py"", line 139, in get_configs_from_pipeline_file
    text_format.Merge(proto_str, pipeline_config)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 734, in Merge
    allow_unknown_field=allow_unknown_field)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 802, in MergeLines
    return parser.MergeLines(lines, message)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 827, in MergeLines
    self._ParseOrMerge(lines, message)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 849, in _ParseOrMerge
    self._MergeField(tokenizer, message)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 974, in _MergeField
    merger(tokenizer, message, field)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 1048, in _MergeMessageField
    self._MergeField(tokenizer, sub_message)
  File ""/usr/local/lib/python3.7/dist-packages/google/protobuf/text_format.py"", line 941, in _MergeField
    (message_descriptor.full_name, name))
google.protobuf.text_format.ParseError: 172:3 : Message type ""object_detection.protos.TrainConfig"" has no field named ""fine_tune_checkpoint_version"".`

## 3. Steps to reproduce

Follow the mentioned link and try it with the SSD MobileNet V2 FPNLite 320x320 checkpoints.
My pipeline-config looks like this:
`model {
  ssd {
    num_classes: 4
    image_resizer {
      fixed_shape_resizer {
        height: 320
        width: 320
      }
    }
    feature_extractor {
      type: ""ssd_mobilenet_v2_fpn_keras""
      depth_multiplier: 1.0
      min_depth: 16
      conv_hyperparams {
        regularizer {
          l2_regularizer {
            weight: 3.9999998989515007e-05
          }
        }
        initializer {
          random_normal_initializer {
            mean: 0.0
            stddev: 0.009999999776482582
          }
        }
        activation: RELU_6
        batch_norm {
          decay: 0.996999979019165
          scale: true
          epsilon: 0.0010000000474974513
        }
      }
      use_depthwise: true
      override_base_feature_extractor_hyperparams: true
      fpn {
        min_level: 3
        max_level: 7
        additional_layer_depth: 128
      }
    }
    box_coder {
      faster_rcnn_box_coder {
        y_scale: 10.0
        x_scale: 10.0
        height_scale: 5.0
        width_scale: 5.0
      }
    }
    matcher {
      argmax_matcher {
        matched_threshold: 0.5
        unmatched_threshold: 0.5
        ignore_thresholds: false
        negatives_lower_than_unmatched: true
        force_match_for_each_row: true
        use_matmul_gather: true
      }
    }
    similarity_calculator {
      iou_similarity {
      }
    }
    box_predictor {
      weight_shared_convolutional_box_predictor {
        conv_hyperparams {
          regularizer {
            l2_regularizer {
              weight: 3.9999998989515007e-05
            }
          }
          initializer {
            random_normal_initializer {
              mean: 0.0
              stddev: 0.009999999776482582
            }
          }
          activation: RELU_6
          batch_norm {
            decay: 0.996999979019165
            scale: true
            epsilon: 0.0010000000474974513
          }
        }
        depth: 128
        num_layers_before_predictor: 4
        kernel_size: 3
        class_prediction_bias_init: -4.599999904632568
        share_prediction_tower: true
        use_depthwise: true
      }
    }
    anchor_generator {
      multiscale_anchor_generator {
        min_level: 3
        max_level: 7
        anchor_scale: 4.0
        aspect_ratios: 1.0
        aspect_ratios: 2.0
        aspect_ratios: 0.5
        scales_per_octave: 2
      }
    }
    post_processing {
      batch_non_max_suppression {
        score_threshold: 9.99999993922529e-09
        iou_threshold: 0.6000000238418579
        max_detections_per_class: 100
        max_total_detections: 100
        use_static_shapes: false
      }
      score_converter: SIGMOID
    }
    normalize_loss_by_num_matches: true
    loss {
      localization_loss {
        weighted_smooth_l1 {
        }
      }
      classification_loss {
        weighted_sigmoid_focal {
          gamma: 2.0
          alpha: 0.25
        }
      }
      classification_weight: 1.0
      localization_weight: 1.0
    }
    encode_background_as_zeros: true
    normalize_loc_loss_by_codesize: true
    inplace_batchnorm_update: true
    freeze_batchnorm: false
  }
}
train_config {
  batch_size: 128
  data_augmentation_options {
    random_horizontal_flip {
    }
  }
  data_augmentation_options {
    random_crop_image {
      min_object_covered: 0.0
      min_aspect_ratio: 0.75
      max_aspect_ratio: 3.0
      min_area: 0.75
      max_area: 1.0
      overlap_thresh: 0.0
    }
  }
  sync_replicas: true
  optimizer {
    momentum_optimizer {
      learning_rate {
        cosine_decay_learning_rate {
          learning_rate_base: 0.07999999821186066
          total_steps: 50000
          warmup_learning_rate: 0.026666000485420227
          warmup_steps: 1000
        }
      }
      momentum_optimizer_value: 0.8999999761581421
    }
    use_moving_average: false
  }
  fine_tune_checkpoint: ""gs://tom-master-od-bucket/models/cocossdoid_output/checkpoint/ckpt-0""
  num_steps: 50000
  startup_delay_steps: 0.0
  replicas_to_aggregate: 8
  max_number_of_boxes: 100
  unpad_groundtruth_tensors: false
  fine_tune_checkpoint_type: ""classification""
  fine_tune_checkpoint_version: V2
}
train_input_reader {
  label_map_path: ""gs://tom-master-od-bucket/data/label_bbox.pbtxt""
  tf_record_input_reader {
    input_path: ""gs://tom-master-od-bucket/data/train.tfrecord""
  }
}
eval_config {
  metrics_set: ""coco_detection_metrics""
  use_moving_averages: false
}
eval_input_reader {
  label_map_path: ""gs://tom-master-od-bucket/data/label_bbox.pbtxt""
  shuffle: false
  num_epochs: 1
  tf_record_input_reader {
    input_path: ""gs://tom-master-od-bucket/data/validation.tfrecord""
  }
}
`
I call the gcloud command like this:
`gcloud ai-platform jobs submit training `whoami`_object_detection_`date +%m_%d_%Y_%H_%M_%S` \
    --job-dir=gs://${MODEL_DIR} \
    --package-path=./object_detection \
    --module-name=object_detection.model_main_tf2 \
    --runtime-version=2.2 \
    --python-version=3.7 \
    --scale-tier=BASIC_TPU \
    --region=us-central1 \
    -- \
    --distribution_strategy=tpu \
    --model_dir=gs://${MODEL_DIR} \
    --pipeline_config_path=gs://${PIPELINE_CONFIG_PATH}`


## 4. Expected behavior

The training starts.


Does anyone know what the problem is?

Thanks and best regards,
Tom",acidassassin,b'models:research type:bug',2020-09-24T12:11:09Z,2020-09-24T18:24:50Z,,,,,,,
9286,How the object detection API can be trained on multiple gpu's?,"

## The entire URL of the file you are using

https://github.com/tensorflow/models/tree/r1.12.0/research/object_detection


I'm using model_main.py to train my model on windows. It only works for a while and soon it will report errors about out of memory. I tried to add it in the code, but it doesn't seem to work.Because of the limitation of multiple GPUs, I can only set batchsize=4 at least. I could run the program multiple times to train it, but that doesn't seem like a good way to do it!
I tried to use model_main_tf2.py and had similar problems.

`  # config = tf.estimator.RunConfig(model_dir=FLAGS.model_dir)`
`  session_config = tf.ConfigProto(allow_soft_placement=True, log_device_placement=False)`
`  session_config.gpu_options.allow_growth = True
  session_config.gpu_options.per_process_gpu_memory_fraction = .3
  config=tf.estimator.RunConfig(model_dir=FLAGS.model_dir, session_config=session_config)`


## System information

- OS Platform and Distribution:  windows 10
- TensorFlow installed from (source or binary): binary
- TensorFlow version (use command below):1.15.0
- Python version: 3.6 64bit
- CUDA/cuDNN version: CUDA10
- GPU model and memory: 1080TI *4 11G",x12901,b'models:research type:bug',2020-09-23T08:53:29Z,2020-09-24T14:50:07Z,,,,,,,
9275,VRAM/GPU memory allocation for tensors is larger than expected.,"Dear Tensorflow Team,

I have an issue with VRAM/GPU memory allocation. I tried to google this problem but I didnt find anything.

I was making a model which takes 128x128x1 images (greyscale pngs) as input. I was training this model on 20 000 dataset. However when I decided to try 100 000 dataset I encountered OOM(out of memory exception).

While debugging this issue I found out that the problem was occuring on a data loading step.(this is why the model code is not included below).

I am not an expert in Python and Tensorflow but I see two problems here:


1) I believe that VRAM allocations are enormously huge for the data I am using, as 100000x128x128x1 bytes should take around 1.638 GB of VRAM, but instead it takes way more that that. I was using GPU-Z tool for profiling and it seems like it needs way more than 4 GB. And I not using any training or model code, I am just creating tensors here.
2) It seems that when I try to load images from disk and transform them into tensors for training, tensors are allocated both on VRAM and RAM. Is this a correct behaviour?

Specs:

Python: 3.6.7
CUDA: 10.1
Tensorflow: 2.3.0
GPU: NVIDIA 2070 RTX SUPER 8 GB
OS: Windows 10

Code(change data_dir  variable to any valid image folder):
```
import tensorflow as tf
import pathlib

def allowGrowth():
    gpus = tf.config.experimental.list_physical_devices('GPU')
    if gpus:
        try:
            for gpu in gpus:
                print(gpu)
                tf.config.experimental.set_memory_growth(gpu, True)
            logical_gpus = tf.config.experimental.list_logical_devices('GPU')
            print(len(gpus), ""Physical GPUs,"", len(logical_gpus), ""Logical GPUs"")
        except RuntimeError as e:
            print(e)

def get_images():
    data_dir = ""dirToPngs""
    data_dir = pathlib.Path(data_dir)
    pathList = list(data_dir.glob('*.png'))
    listOfImages = []
    for p in pathList:

        img = tf.io.read_file(str(p))
        img = tf.image.decode_png(img, channels=1)
        img = tf.image.resize(img, [128, 128])
        img = tf.cast(img, tf.float32) / 255.0

        listOfImages.append(img)

    tensor = tf.convert_to_tensor(listOfImages, dtype=tf.float32)
    return tensor

allowGrowth()
get_images()

```",maxter2323,b'type:support',2020-09-21T10:08:06Z,2020-09-25T09:42:30Z,,,,,,,
9265,"reader.get_tensor() crashes with no Exception, how to fix it?","## Describe the bug

Im using an example  code of bert4keras with Tensorflow-gpu2.0.0 and CUDA10.0.
![image](https://user-images.githubusercontent.com/22270406/93542793-7dd3ed80-f98c-11ea-87e7-d3aac67baba1.png)
 When I use build_transform_model() the interpreter crashes with following error:
```
C:\Python35\python.exe D:/bert/test.py
2020-09-18 08:58:32.350829: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library cudart64_100.dll
Using TensorFlow backend.
Tokenizer initial success!
Prepare to load model...
2020-09-18 08:58:35.506116: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library nvcuda.dll
2020-09-18 08:58:35.595480: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1618] Found device 0 with properties: 
name: GeForce GTX 1060 with Max-Q Design major: 6 minor: 1 memoryClockRate(GHz): 1.3415
pciBusID: 0000:01:00.0
2020-09-18 08:58:35.595743: I tensorflow/stream_executor/platform/default/dlopen_checker_stub.cc:25] GPU libraries are statically linked, skip dlopen check.
2020-09-18 08:58:35.596581: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1746] Adding visible gpu devices: 0
2020-09-18 08:58:35.596924: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2
2020-09-18 08:58:35.599880: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1618] Found device 0 with properties: 
name: GeForce GTX 1060 with Max-Q Design major: 6 minor: 1 memoryClockRate(GHz): 1.3415
pciBusID: 0000:01:00.0
2020-09-18 08:58:35.600136: I tensorflow/stream_executor/platform/default/dlopen_checker_stub.cc:25] GPU libraries are statically linked, skip dlopen check.
2020-09-18 08:58:35.601015: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1746] Adding visible gpu devices: 0
2020-09-18 08:58:36.214330: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1159] Device interconnect StreamExecutor with strength 1 edge matrix:
2020-09-18 08:58:36.214497: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1165]      0 
2020-09-18 08:58:36.214595: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1178] 0:   N 
2020-09-18 08:58:36.215286: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1304] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 4708 MB memory) -> physical GPU (device: 0, name: GeForce GTX 1060 with Max-Q Design, pci bus id: 0000:01:00.0, compute capability: 6.1)

Process finished with exit code -1073741819 (0xC0000005)
```
This error also created a .dmp file with over 700MB in windows crashdumps.
I traced this error and found it's tf.train.load_checkpoint() problem. I'm using the following code to analyze:
```
import tensorflow as tf
config_path = '../../chinese_L-12_H-768_A-12/bert_config.json'
checkpoint_path = '../../chinese_L-12_H-768_A-12/bert_model.ckpt'
dict_path = '../../chinese_L-12_H-768_A-12/vocab.txt'

reader=tf.train.load_checkpoint(checkpoint_path)
print(reader)
arr=reader.get_tensor(""bert/embeddings/word_embeddings"")
print(arr)
```
Unfortunately it crashes like this:
```
2020-09-18 09:10:19.136735: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library cudart64_100.dll
Using TensorFlow backend.
<tensorflow.python.pywrap_tensorflow_internal.CheckpointReader; proxy of <Swig Object of type 'tensorflow::checkpoint::CheckpointReader *' at 0x000001653EEDA570> >
Process finished with exit code -1073741819 (0xC0000005)
```
Just want to know how can I successfully load the checkpoint file. Thanks in advance.
***
## System information

- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): Windows 10
- TensorFlow version (use command below):  Tensorflow-gpu-2.0.0
- Python version: Py35
- CUDA/cuDNN version: Cuda 10.0 cudnnv7.6.5.32
- GPU model and memory: GeForce GTX 1060 Max-Q Design 6GB",insomnia1996,b'models:official type:bug',2020-09-18T01:18:30Z,2020-09-21T03:02:27Z,,,,,,,
